objective_name,variable_name,coefficient
PENALTY,R0100336,-21
PENALTY,R0300337,200
PENALTY,R0200337,-40
PENALTY,R0100337,-21
PENALTY,R0300338,200
PENALTY,R0200338,-40
PENALTY,R0100338,-21
PENALTY,R0300339,200
PENALTY,R0200339,-40
PENALTY,R0100339,-21
PENALTY,R0300340,200
PENALTY,R0200340,-40
PENALTY,R0100340,-21
PENALTY,R0300341,200
PENALTY,R0200341,-40
PENALTY,R0100341,-21
PENALTY,R0300342,200
PENALTY,R0200342,-40
PENALTY,R0100342,-21
PENALTY,R0300343,200
PENALTY,R0200343,-40
PENALTY,R0100343,-21
PENALTY,R0300344,200
PENALTY,R0200344,-40
PENALTY,R0100344,-21
PENALTY,R0300345,200
PENALTY,R0200345,-40
PENALTY,R0100345,-21
PENALTY,R0300346,260
PENALTY,R0200346,-52
PENALTY,R0100346,-27.3
PENALTY,R0300347,440
PENALTY,R0200347,-88
PENALTY,R0100347,-46.2
PENALTY,R0300348,200
PENALTY,R0200348,-40
PENALTY,R0100348,-21
PENALTY,R0300349,200
PENALTY,R0200349,-40
PENALTY,R0100349,-21
PENALTY,R0300350,200
PENALTY,R0200350,-40
PENALTY,R0100350,-21
PENALTY,R0300351,200
PENALTY,R0200351,-40
PENALTY,R0100351,-21
PENALTY,R0300352,200
PENALTY,R0200352,-40
PENALTY,R0100352,-21
PENALTY,R0300353,200
PENALTY,R0200353,-40
PENALTY,R0100353,-21
PENALTY,R0300354,200
PENALTY,R0200354,-40
PENALTY,R0100354,-21
PENALTY,R0300355,200
PENALTY,R0200355,-40
PENALTY,R0100355,-21
PENALTY,R0300356,240
PENALTY,R0200356,-48
PENALTY,R0100356,-25.2
PENALTY,R0300357,200
PENALTY,R0200357,-40
PENALTY,R0100357,-21
PENALTY,R0300358,200
PENALTY,R0200358,-40
PENALTY,R0100358,-21
PENALTY,R0300359,200
PENALTY,R0200359,-40
PENALTY,R0100359,-21
PENALTY,R0300360,220
PENALTY,R0200360,-44
PENALTY,R0100360,-23.1
PENALTY,R0300361,420
PENALTY,R0200361,-84
PENALTY,R0100361,-44.1
PENALTY,R0300362,200
PENALTY,R0200362,-40
PENALTY,R0100362,-21
PENALTY,R0300363,200
PENALTY,R0200363,-40
PENALTY,R0100363,-21
PENALTY,R0300364,200
PENALTY,R0200364,-40
PENALTY,R0100364,-21
PENALTY,R0300365,200
PENALTY,R0200365,-40
PENALTY,R0100365,-21
PENALTY,R0300366,200
PENALTY,R0200366,-40
PENALTY,R0100366,-21
PENALTY,R0300367,200
PENALTY,R0200367,-40
PENALTY,R0100367,-21
PENALTY,R0300368,280
PENALTY,R0200368,-56
PENALTY,R0100368,-29.4
PENALTY,R0300369,200
PENALTY,R0200369,-40
PENALTY,R0100369,-21
PENALTY,R0300370,200
PENALTY,R0200370,-40
PENALTY,R0100370,-21
PENALTY,R0300371,200
PENALTY,R0200371,-40
PENALTY,R0100371,-21
PENALTY,R0300372,290
PENALTY,R0200372,-58
PENALTY,R0100372,-30.45
PENALTY,R0300373,290
PENALTY,R0200373,-58
PENALTY,R0100373,-30.45
PENALTY,R0300374,200
PENALTY,R0200374,-40
PENALTY,R0100374,-21
PENALTY,R0300375,200
PENALTY,R0200375,-40
PENALTY,R0100375,-21
PENALTY,R0300376,200
PENALTY,R0200376,-40
PENALTY,R0100376,-21
PENALTY,R0300377,200
PENALTY,R0200377,-40
PENALTY,R0100377,-21
PENALTY,R0300378,200
PENALTY,R0200378,-40
PENALTY,R0100378,-21
PENALTY,R0300379,200
PENALTY,R0200379,-40
PENALTY,R0100379,-21
PENALTY,R0300380,360
PENALTY,R0200380,-72
PENALTY,R0100380,-37.8
PENALTY,R0300381,200
PENALTY,R0200381,-40
PENALTY,R0100381,-21
PENALTY,R0300382,250
PENALTY,R0200382,-50
PENALTY,R0100382,-26.25
PENALTY,R0300383,200
PENALTY,R0200383,-40
PENALTY,R0100383,-21
PENALTY,R0300384,200
PENALTY,R0200384,-40
PENALTY,R0100384,-21
PENALTY,R0300385,200
PENALTY,R0200385,-40
PENALTY,R0100385,-21
PENALTY,R0300386,200
PENALTY,R0200386,-40
PENALTY,R0100386,-21
PENALTY,R0300387,230
PENALTY,R0200387,-46
PENALTY,R0100387,-24.15
PENALTY,R0300388,200
PENALTY,R0200388,-40
PENALTY,R0100388,-21
PENALTY,R0300389,200
PENALTY,R0200389,-40
PENALTY,R0100389,-21
PENALTY,R0300390,200
PENALTY,R0200390,-40
PENALTY,R0100390,-21
PENALTY,R0300391,360
PENALTY,R0200391,-72
PENALTY,R0100391,-37.8
PENALTY,R0300392,200
PENALTY,R0200392,-40
PENALTY,R0100392,-21
PENALTY,R0300393,200
PENALTY,R0200393,-40
PENALTY,R0100393,-21
PENALTY,R0300394,220
PENALTY,R0200394,-44
PENALTY,R0100394,-23.1
PENALTY,R0300395,200
PENALTY,R0200395,-40
PENALTY,R0100395,-21
PENALTY,R0300396,200
PENALTY,R0200396,-40
PENALTY,R0100396,-21
PENALTY,R0300397,290
PENALTY,R0200397,-58
PENALTY,R0100397,-30.45
PENALTY,R0300398,210
PENALTY,R0200398,-42
PENALTY,R0100398,-22.05
PENALTY,R0300399,200
PENALTY,R0200399,-40
PENALTY,R0100399,-21
PENALTY,R0300400,200
PENALTY,R0200400,-40
PENALTY,R0100400,-21
PENALTY,R0300401,220
PENALTY,R0200401,-44
PENALTY,R0100401,-23.1
PENALTY,R0300402,210
PENALTY,R0200402,-42
PENALTY,R0100402,-22.05
PENALTY,R0300403,200
PENALTY,R0200403,-40
PENALTY,R0100403,-21
PENALTY,R0300404,200
PENALTY,R0200404,-40
PENALTY,R0100404,-21
PENALTY,R0300405,600
PENALTY,R0200405,-120
PENALTY,R0100405,-63
PENALTY,R0300406,200
PENALTY,R0200406,-40
PENALTY,R0100406,-21
PENALTY,R0300407,270
PENALTY,R0200407,-54
PENALTY,R0100407,-28.35
PENALTY,R0300408,200
PENALTY,R0200408,-40
PENALTY,R0100408,-21
PENALTY,R0300409,200
PENALTY,R0200409,-40
PENALTY,R0100409,-21
PENALTY,R0300410,220
PENALTY,R0200410,-44
PENALTY,R0100410,-23.1
PENALTY,R0300411,200
PENALTY,R0200411,-40
PENALTY,R0100411,-21
PENALTY,R0300412,260
PENALTY,R0200412,-52
PENALTY,R0100412,-27.3
PENALTY,R0300413,250
PENALTY,R0200413,-50
PENALTY,R0100413,-26.25
PENALTY,R0300414,200
PENALTY,R0200414,-40
PENALTY,R0100414,-21
PENALTY,R0300415,200
PENALTY,R0200415,-40
PENALTY,R0100415,-21
PENALTY,R0300416,200
PENALTY,R0200416,-40
PENALTY,R0100416,-21
PENALTY,R0300417,300
PENALTY,R0200417,-60
PENALTY,R0100417,-31.5
PENALTY,R0300418,200
PENALTY,R0200418,-40
PENALTY,R0100418,-21
PENALTY,R0300419,200
PENALTY,R0200419,-40
PENALTY,R0100419,-21
PENALTY,R0300420,200
PENALTY,R0200420,-40
PENALTY,R0100420,-21
PENALTY,R0300421,200
PENALTY,R0200421,-40
PENALTY,R0100421,-21
PENALTY,R0300422,200
PENALTY,R0200422,-40
PENALTY,R0100422,-21
PENALTY,R0300423,200
PENALTY,R0200423,-40
PENALTY,R0100423,-21
PENALTY,R0300424,200
PENALTY,R0200424,-40
PENALTY,R0100424,-21
PENALTY,R0300425,280
PENALTY,R0200425,-56
PENALTY,R0100425,-29.4
PENALTY,R0300426,200
PENALTY,R0200426,-40
PENALTY,R0100426,-21
PENALTY,R0300427,200
PENALTY,R0200427,-40
PENALTY,R0100427,-21
PENALTY,R0300428,200
PENALTY,R0200428,-40
PENALTY,R0100428,-21
PENALTY,R0300429,200
PENALTY,R0200429,-40
PENALTY,R0100429,-21
PENALTY,R0300430,200
PENALTY,R0200430,-40
PENALTY,R0100430,-21
PENALTY,R0300431,200
PENALTY,R0200431,-40
PENALTY,R0100431,-21
PENALTY,R0300432,200
PENALTY,R0200432,-40
PENALTY,R0100432,-21
PENALTY,R0300433,310
PENALTY,R0200433,-62
PENALTY,R0100433,-32.55
PENALTY,R0300434,200
PENALTY,R0200434,-40
PENALTY,R0100434,-21
PENALTY,R0300435,230
PENALTY,R0200435,-46
PENALTY,R0100435,-24.15
PENALTY,R0300436,200
PENALTY,R0200436,-40
PENALTY,R0100436,-21
PENALTY,R0300437,820
PENALTY,R0200437,-164
PENALTY,R0100437,-86.1
PENALTY,R0300438,200
PENALTY,R0200438,-40
PENALTY,R0100438,-21
PENALTY,R0300439,280
PENALTY,R0200439,-56
PENALTY,R0100439,-29.4
PENALTY,R0300440,200
PENALTY,R0200440,-40
PENALTY,R0100440,-21
PENALTY,R0300441,240
PENALTY,R0200441,-48
PENALTY,R0100441,-25.2
PENALTY,R0300442,200
PENALTY,R0200442,-40
PENALTY,R0100442,-21
PENALTY,R0300443,200
PENALTY,R0200443,-40
PENALTY,R0100443,-21
PENALTY,R0300444,270
PENALTY,R0200444,-54
PENALTY,R0100444,-28.35
PENALTY,R0300445,200
PENALTY,R0200445,-40
PENALTY,R0100445,-21
PENALTY,R0300446,200
PENALTY,R0200446,-40
PENALTY,R0100446,-21
PENALTY,R0300447,200
PENALTY,R0200447,-40
PENALTY,R0100447,-21
PENALTY,R0300448,200
PENALTY,R0200448,-40
PENALTY,R0100448,-21
PENALTY,R0300449,220
PENALTY,R0200449,-44
PENALTY,R0100449,-23.1
PENALTY,R0300450,200
PENALTY,R0200450,-40
PENALTY,R0100450,-21
PENALTY,R0300451,370
PENALTY,R0200451,-74
PENALTY,R0100451,-38.85
PENALTY,R0300452,200
PENALTY,R0200452,-40
PENALTY,R0100452,-21
PENALTY,R0300453,200
PENALTY,R0200453,-40
PENALTY,R0100453,-21
PENALTY,R0300454,200
PENALTY,R0200454,-40
PENALTY,R0100454,-21
PENALTY,R0300455,200
PENALTY,R0200455,-40
PENALTY,R0100455,-21
PENALTY,R0300456,200
PENALTY,R0200456,-40
PENALTY,R0100456,-21
PENALTY,R0300457,200
PENALTY,R0200457,-40
PENALTY,R0100457,-21
PENALTY,R0300458,450
PENALTY,R0200458,-90
PENALTY,R0100458,-47.25
PENALTY,R0300459,200
PENALTY,R0200459,-40
PENALTY,R0100459,-21
PENALTY,R0300460,480
PENALTY,R0200460,-96
PENALTY,R0100460,-50.4
PENALTY,R0300461,200
PENALTY,R0200461,-40
PENALTY,R0100461,-21
PENALTY,R0300462,200
PENALTY,R0200462,-40
PENALTY,R0100462,-21
PENALTY,R0300463,200
PENALTY,R0200463,-40
PENALTY,R0100463,-21
PENALTY,R0300464,200
PENALTY,R0200464,-40
PENALTY,R0100464,-21
PENALTY,R0300465,340
PENALTY,R0200465,-68
PENALTY,R0100465,-35.7
PENALTY,R0300466,200
PENALTY,R0200466,-40
PENALTY,R0100466,-21
PENALTY,R0300467,200
PENALTY,R0200467,-40
PENALTY,R0100467,-21
PENALTY,R0300468,200
PENALTY,R0200468,-40
PENALTY,R0100468,-21
PENALTY,R0300469,200
PENALTY,R0200469,-40
PENALTY,R0100469,-21
PENALTY,R0300470,200
PENALTY,R0200470,-40
PENALTY,R0100470,-21
PENALTY,R0300471,200
PENALTY,R0200471,-40
PENALTY,R0100471,-21
PENALTY,R0300472,200
PENALTY,R0200472,-40
PENALTY,R0100472,-21
PENALTY,R0300473,200
PENALTY,R0200473,-40
PENALTY,R0100473,-21
PENALTY,R0300474,200
PENALTY,R0200474,-40
PENALTY,R0100474,-21
PENALTY,R0300475,200
PENALTY,R0200475,-40
PENALTY,R0100475,-21
PENALTY,R0300476,200
PENALTY,R0200476,-40
PENALTY,R0100476,-21
PENALTY,R0300477,200
PENALTY,R0200477,-40
PENALTY,R0100477,-21
PENALTY,R0300478,200
PENALTY,R0200478,-40
PENALTY,R0100478,-21
PENALTY,R0300479,530
PENALTY,R0200479,-106
PENALTY,R0100479,-55.65
PENALTY,R0300480,200
PENALTY,R0200480,-40
PENALTY,R0100480,-21
PENALTY,R0300481,200
PENALTY,R0200481,-40
PENALTY,R0100481,-21
PENALTY,R0300482,200
PENALTY,R0200482,-40
PENALTY,R0100482,-21
PENALTY,R0300483,200
PENALTY,R0200483,-40
PENALTY,R0100483,-21
PENALTY,R0300484,200
PENALTY,R0200484,-40
PENALTY,R0100484,-21
PENALTY,R0300485,200
PENALTY,R0200485,-40
PENALTY,R0100485,-21
PENALTY,R0300486,550
PENALTY,R0200486,-110
PENALTY,R0100486,-57.75
PENALTY,R0300487,200
PENALTY,R0200487,-40
PENALTY,R0100487,-21
PENALTY,R0300488,290
PENALTY,R0200488,-58
PENALTY,R0100488,-30.45
PENALTY,R0300489,200
PENALTY,R0200489,-40
PENALTY,R0100489,-21
PENALTY,R0300490,410
PENALTY,R0200490,-82
PENALTY,R0100490,-43.05
PENALTY,R0300491,200
PENALTY,R0200491,-40
PENALTY,R0100491,-21
PENALTY,R0300492,200
PENALTY,R0200492,-40
PENALTY,R0100492,-21
PENALTY,R0300493,410
PENALTY,R0200493,-82
PENALTY,R0100493,-43.05
PENALTY,R0300494,200
PENALTY,R0200494,-40
PENALTY,R0100494,-21
PENALTY,R0300495,200
PENALTY,R0200495,-40
PENALTY,R0100495,-21
PENALTY,R0300496,200
PENALTY,R0200496,-40
PENALTY,R0100496,-21
PENALTY,R0300497,340
PENALTY,R0200497,-68
PENALTY,R0100497,-35.7
PENALTY,R0300498,220
PENALTY,R0200498,-44
PENALTY,R0100498,-23.1
PENALTY,R0300499,200
PENALTY,R0200499,-40
PENALTY,R0100499,-21
PENALTY,R0300500,200
PENALTY,R0200500,-40
PENALTY,R0100500,-21
PENALTY,R0300501,200
PENALTY,R0200501,-40
PENALTY,R0100501,-21
PENALTY,R0300502,200
PENALTY,R0200502,-40
PENALTY,R0100502,-21
PENALTY,R0300503,200
PENALTY,R0200503,-40
PENALTY,R0100503,-21
PENALTY,R0300504,200
PENALTY,R0200504,-40
PENALTY,R0100504,-21
PENALTY,R0300505,200
PENALTY,R0200505,-40
PENALTY,R0100505,-21
PENALTY,R0300506,240
PENALTY,R0200506,-48
PENALTY,R0100506,-25.2
PENALTY,R0300507,430
PENALTY,R0200507,-86
PENALTY,R0100507,-45.15
PENALTY,R0300508,200
PENALTY,R0200508,-40
PENALTY,R0100508,-21
PENALTY,R0300509,200
PENALTY,R0200509,-40
PENALTY,R0100509,-21
PENALTY,R0300510,200
PENALTY,R0200510,-40
PENALTY,R0100510,-21
PENALTY,R0300511,200
PENALTY,R0200511,-40
PENALTY,R0100511,-21
PENALTY,R0300512,200
PENALTY,R0200512,-40
PENALTY,R0100512,-21
PENALTY,R0300513,260
PENALTY,R0200513,-52
PENALTY,R0100513,-27.3
PENALTY,R0300514,200
PENALTY,R0200514,-40
PENALTY,R0100514,-21
PENALTY,R0300515,200
PENALTY,R0200515,-40
PENALTY,R0100515,-21
PENALTY,R0300516,200
PENALTY,R0200516,-40
PENALTY,R0100516,-21
PENALTY,R0300517,200
PENALTY,R0200517,-40
PENALTY,R0100517,-21
PENALTY,R0300518,250
PENALTY,R0200518,-50
PENALTY,R0100518,-26.25
PENALTY,R0300519,210
PENALTY,R0200519,-42
PENALTY,R0100519,-22.05
PENALTY,R0300520,200
PENALTY,R0200520,-40
PENALTY,R0100520,-21
PENALTY,R0300521,200
PENALTY,R0200521,-40
PENALTY,R0100521,-21
PENALTY,R0300522,200
PENALTY,R0200522,-40
PENALTY,R0100522,-21
PENALTY,R0300523,380
PENALTY,R0200523,-76
PENALTY,R0100523,-39.9
PENALTY,R0300524,200
PENALTY,R0200524,-40
PENALTY,R0100524,-21
PENALTY,R0300525,200
PENALTY,R0200525,-40
PENALTY,R0100525,-21
PENALTY,R0300526,200
PENALTY,R0200526,-40
PENALTY,R0100526,-21
PENALTY,R0300527,200
PENALTY,R0200527,-40
PENALTY,R0100527,-21
PENALTY,R0300528,230
PENALTY,R0200528,-46
PENALTY,R0100528,-24.15
PENALTY,R0300529,200
PENALTY,R0200529,-40
PENALTY,R0100529,-21
PENALTY,R0300530,200
PENALTY,R0200530,-40
PENALTY,R0100530,-21
PENALTY,R0300531,200
PENALTY,R0200531,-40
PENALTY,R0100531,-21
PENALTY,R0300532,200
PENALTY,R0200532,-40
PENALTY,R0100532,-21
PENALTY,R0300533,8130
PENALTY,R0200533,-1626
PENALTY,R0100533,-853.65
PENALTY,R0300534,200
PENALTY,R0200534,-40
PENALTY,R0100534,-21
PENALTY,R0300535,200
PENALTY,R0200535,-40
PENALTY,R0100535,-21
PENALTY,R0300536,200
PENALTY,R0200536,-40
PENALTY,R0100536,-21
PENALTY,R0300537,200
PENALTY,R0200537,-40
PENALTY,R0100537,-21
PENALTY,R0300538,200
PENALTY,R0200538,-40
PENALTY,R0100538,-21
PENALTY,R0300539,200
PENALTY,R0200539,-40
PENALTY,R0100539,-21
PENALTY,R0300540,200
PENALTY,R0200540,-40
PENALTY,R0100540,-21
PENALTY,R0300541,310
PENALTY,R0200541,-62
PENALTY,R0100541,-32.55
PENALTY,R0300542,200
PENALTY,R0200542,-40
PENALTY,R0100542,-21
PENALTY,R0300543,200
PENALTY,R0200543,-40
PENALTY,R0100543,-21
PENALTY,R0300544,200
PENALTY,R0200544,-40
PENALTY,R0100544,-21
PENALTY,R0300545,340
PENALTY,R0200545,-68
PENALTY,R0100545,-35.7
PENALTY,R0300546,200
PENALTY,R0200546,-40
PENALTY,R0100546,-21
PENALTY,R0300547,200
PENALTY,R0200547,-40
PENALTY,R0100547,-21
PENALTY,R0300548,780
PENALTY,R0200548,-156
PENALTY,R0100548,-81.9
PENALTY,R0300549,200
PENALTY,R0200549,-40
PENALTY,R0100549,-21
PENALTY,R0300550,200
PENALTY,R0200550,-40
PENALTY,R0100550,-21
PENALTY,R0300551,200
PENALTY,R0200551,-40
PENALTY,R0100551,-21
PENALTY,R0300552,200
PENALTY,R0200552,-40
PENALTY,R0100552,-21
PENALTY,R0300553,200
PENALTY,R0200553,-40
PENALTY,R0100553,-21
PENALTY,R0300554,450
PENALTY,R0200554,-90
PENALTY,R0100554,-47.25
PENALTY,R0300555,200
PENALTY,R0200555,-40
PENALTY,R0100555,-21
PENALTY,R0300556,200
PENALTY,R0200556,-40
PENALTY,R0100556,-21
PENALTY,R0300557,200
PENALTY,R0200557,-40
PENALTY,R0100557,-21
PENALTY,R0300558,200
PENALTY,R0200558,-40
PENALTY,R0100558,-21
PENALTY,R0300559,470
PENALTY,R0200559,-94
PENALTY,R0100559,-49.35
PENALTY,R0300560,200
PENALTY,R0200560,-40
PENALTY,R0100560,-21
PENALTY,R0300561,200
PENALTY,R0200561,-40
PENALTY,R0100561,-21
PENALTY,R0300562,200
PENALTY,R0200562,-40
PENALTY,R0100562,-21
PENALTY,R0300563,200
PENALTY,R0200563,-40
PENALTY,R0100563,-21
PENALTY,R0300564,200
PENALTY,R0200564,-40
PENALTY,R0100564,-21
PENALTY,R0300565,200
PENALTY,R0200565,-40
PENALTY,R0100565,-21
PENALTY,R0300566,200
PENALTY,R0200566,-40
PENALTY,R0100566,-21
PENALTY,R0300567,200
PENALTY,R0200567,-40
PENALTY,R0100567,-21
PENALTY,R0300568,200
PENALTY,R0200568,-40
PENALTY,R0100568,-21
PENALTY,R0300569,200
PENALTY,R0200569,-40
PENALTY,R0100569,-21
PENALTY,R0300570,200
PENALTY,R0200570,-40
PENALTY,R0100570,-21
PENALTY,R0300571,200
PENALTY,R0200571,-40
PENALTY,R0100571,-21
PENALTY,R0300572,200
PENALTY,R0200572,-40
PENALTY,R0100572,-21
PENALTY,R0300573,350
PENALTY,R0200573,-70
PENALTY,R0100573,-36.75
PENALTY,R0300574,200
PENALTY,R0200574,-40
PENALTY,R0100574,-21
PENALTY,R0300575,200
PENALTY,R0200575,-40
PENALTY,R0100575,-21
PENALTY,R0300576,200
PENALTY,R0200576,-40
PENALTY,R0100576,-21
PENALTY,R0300577,350
PENALTY,R0200577,-70
PENALTY,R0100577,-36.75
PENALTY,R0300578,200
PENALTY,R0200578,-40
PENALTY,R0100578,-21
PENALTY,R0300579,200
PENALTY,R0200579,-40
PENALTY,R0100579,-21
PENALTY,R0300580,200
PENALTY,R0200580,-40
PENALTY,R0100580,-21
PENALTY,R0300581,290
PENALTY,R0200581,-58
PENALTY,R0100581,-30.45
PENALTY,R0300582,200
PENALTY,R0200582,-40
PENALTY,R0100582,-21
PENALTY,R0300583,320
PENALTY,R0200583,-64
PENALTY,R0100583,-33.6
PENALTY,R0300584,200
PENALTY,R0200584,-40
PENALTY,R0100584,-21
PENALTY,R0300585,200
PENALTY,R0200585,-40
PENALTY,R0100585,-21
PENALTY,R0300586,200
PENALTY,R0200586,-40
PENALTY,R0100586,-21
PENALTY,R0300587,200
PENALTY,R0200587,-40
PENALTY,R0100587,-21
PENALTY,R0300588,200
PENALTY,R0200588,-40
PENALTY,R0100588,-21
PENALTY,R0300589,200
PENALTY,R0200589,-40
PENALTY,R0100589,-21
PENALTY,R0300590,200
PENALTY,R0200590,-40
PENALTY,R0100590,-21
PENALTY,R0300591,200
PENALTY,R0200591,-40
PENALTY,R0100591,-21
PENALTY,R0300592,250
PENALTY,R0200592,-50
PENALTY,R0100592,-26.25
PENALTY,R0300593,200
PENALTY,R0200593,-40
PENALTY,R0100593,-21
PENALTY,R0300594,330
PENALTY,R0200594,-66
PENALTY,R0100594,-34.65
PENALTY,R0300595,200
PENALTY,R0200595,-40
PENALTY,R0100595,-21
PENALTY,R0300596,200
PENALTY,R0200596,-40
PENALTY,R0100596,-21
PENALTY,R0300597,200
PENALTY,R0200597,-40
PENALTY,R0100597,-21
PENALTY,R0300598,200
PENALTY,R0200598,-40
PENALTY,R0100598,-21
PENALTY,R0300599,200
PENALTY,R0200599,-40
PENALTY,R0100599,-21
PENALTY,R0300600,210
PENALTY,R0200600,-42
PENALTY,R0100600,-22.05
PENALTY,R0300601,200
PENALTY,R0200601,-40
PENALTY,R0100601,-21
PENALTY,R0300602,350
PENALTY,R0200602,-70
PENALTY,R0100602,-36.75
PENALTY,R0300603,200
PENALTY,R0200603,-40
PENALTY,R0100603,-21
PENALTY,R0300604,200
PENALTY,R0200604,-40
PENALTY,R0100604,-21
PENALTY,R0300605,230
PENALTY,R0200605,-46
PENALTY,R0100605,-24.15
PENALTY,R0300606,200
PENALTY,R0200606,-40
PENALTY,R0100606,-21
PENALTY,R0300607,200
PENALTY,R0200607,-40
PENALTY,R0100607,-21
PENALTY,R0300608,200
PENALTY,R0200608,-40
PENALTY,R0100608,-21
PENALTY,R0300609,200
PENALTY,R0200609,-40
PENALTY,R0100609,-21
PENALTY,R0300610,200
PENALTY,R0200610,-40
PENALTY,R0100610,-21
PENALTY,R0300611,200
PENALTY,R0200611,-40
PENALTY,R0100611,-21
PENALTY,R0300612,200
PENALTY,R0200612,-40
PENALTY,R0100612,-21
PENALTY,R0300613,350
PENALTY,R0200613,-70
PENALTY,R0100613,-36.75
PENALTY,R0300614,310
PENALTY,R0200614,-62
PENALTY,R0100614,-32.55
PENALTY,R0300615,200
PENALTY,R0200615,-40
PENALTY,R0100615,-21
PENALTY,R0300616,200
PENALTY,R0200616,-40
PENALTY,R0100616,-21
PENALTY,R0300617,200
PENALTY,R0200617,-40
PENALTY,R0100617,-21
PENALTY,R0300618,200
PENALTY,R0200618,-40
PENALTY,R0100618,-21
PENALTY,R0300619,200
PENALTY,R0200619,-40
PENALTY,R0100619,-21
PENALTY,R0300620,200
PENALTY,R0200620,-40
PENALTY,R0100620,-21
PENALTY,R0300621,200
PENALTY,R0200621,-40
PENALTY,R0100621,-21
PENALTY,R0300622,200
PENALTY,R0200622,-40
PENALTY,R0100622,-21
PENALTY,R0300623,200
PENALTY,R0200623,-40
PENALTY,R0100623,-21
PENALTY,R0300624,200
PENALTY,R0200624,-40
PENALTY,R0100624,-21
PENALTY,R0300625,200
PENALTY,R0200625,-40
PENALTY,R0100625,-21
PENALTY,R0300626,200
PENALTY,R0200626,-40
PENALTY,R0100626,-21
PENALTY,R0300627,200
PENALTY,R0200627,-40
PENALTY,R0100627,-21
PENALTY,R0300628,200
PENALTY,R0200628,-40
PENALTY,R0100628,-21
PENALTY,R0300629,260
PENALTY,R0200629,-52
PENALTY,R0100629,-27.3
PENALTY,R0300630,200
PENALTY,R0200630,-40
PENALTY,R0100630,-21
PENALTY,R0300631,240
PENALTY,R0200631,-48
PENALTY,R0100631,-25.2
PENALTY,R0300632,200
PENALTY,R0200632,-40
PENALTY,R0100632,-21
PENALTY,R0300633,200
PENALTY,R0200633,-40
PENALTY,R0100633,-21
PENALTY,R0300634,200
PENALTY,R0200634,-40
PENALTY,R0100634,-21
PENALTY,R0300635,200
PENALTY,R0200635,-40
PENALTY,R0100635,-21
PENALTY,R0300636,200
PENALTY,R0200636,-40
PENALTY,R0100636,-21
PENALTY,R0300637,200
PENALTY,R0200637,-40
PENALTY,R0100637,-21
PENALTY,R0300638,200
PENALTY,R0200638,-40
PENALTY,R0100638,-21
PENALTY,R0300639,200
PENALTY,R0200639,-40
PENALTY,R0100639,-21
PENALTY,R0300640,820
PENALTY,R0200640,-164
PENALTY,R0100640,-86.1
PENALTY,R0300641,200
PENALTY,R0200641,-40
PENALTY,R0100641,-21
PENALTY,R0300642,200
PENALTY,R0200642,-40
PENALTY,R0100642,-21
PENALTY,R0300643,200
PENALTY,R0200643,-40
PENALTY,R0100643,-21
PENALTY,R0300644,200
PENALTY,R0200644,-40
PENALTY,R0100644,-21
PENALTY,R0300645,200
PENALTY,R0200645,-40
PENALTY,R0100645,-21
PENALTY,R0300646,200
PENALTY,R0200646,-40
PENALTY,R0100646,-21
PENALTY,R0300647,200
PENALTY,R0200647,-40
PENALTY,R0100647,-21
PENALTY,R0300648,200
PENALTY,R0200648,-40
PENALTY,R0100648,-21
PENALTY,R0300649,200
PENALTY,R0200649,-40
PENALTY,R0100649,-21
PENALTY,R0300650,200
PENALTY,R0200650,-40
PENALTY,R0100650,-21
PENALTY,R0300651,500
PENALTY,R0200651,-100
PENALTY,R0100651,-52.5
PENALTY,R0300652,200
PENALTY,R0200652,-40
PENALTY,R0100652,-21
PENALTY,R0300653,200
PENALTY,R0200653,-40
PENALTY,R0100653,-21
PENALTY,R0300654,200
PENALTY,R0200654,-40
PENALTY,R0100654,-21
PENALTY,R0300655,340
PENALTY,R0200655,-68
PENALTY,R0100655,-35.7
PENALTY,R0300656,200
PENALTY,R0200656,-40
PENALTY,R0100656,-21
PENALTY,R0300657,200
PENALTY,R0200657,-40
PENALTY,R0100657,-21
PENALTY,R0300658,270
PENALTY,R0200658,-54
PENALTY,R0100658,-28.35
PENALTY,R0300659,200
PENALTY,R0200659,-40
PENALTY,R0100659,-21
PENALTY,R0300660,670
PENALTY,R0200660,-134
PENALTY,R0100660,-70.35
PENALTY,R0300661,200
PENALTY,R0200661,-40
PENALTY,R0100661,-21
PENALTY,R0300662,200
PENALTY,R0200662,-40
PENALTY,R0100662,-21
PENALTY,R0300663,250
PENALTY,R0200663,-50
PENALTY,R0100663,-26.25
PENALTY,R0300664,200
PENALTY,R0200664,-40
PENALTY,R0100664,-21
PENALTY,R0300665,200
PENALTY,R0200665,-40
PENALTY,R0100665,-21
PENALTY,R0300666,200
PENALTY,R0200666,-40
PENALTY,R0100666,-21
PENALTY,R0300667,200
PENALTY,R0200667,-40
PENALTY,R0100667,-21
PENALTY,R0300668,200
PENALTY,R0200668,-40
PENALTY,R0100668,-21
PENALTY,R0300669,260
PENALTY,R0200669,-52
PENALTY,R0100669,-27.3
PENALTY,R0300670,200
PENALTY,R0200670,-40
PENALTY,R0100670,-21
PENALTY,R0300671,200
PENALTY,R0200671,-40
PENALTY,R0100671,-21
PENALTY,R0300672,200
PENALTY,R0200672,-40
PENALTY,R0100672,-21
PENALTY,R0300673,330
PENALTY,R0200673,-66
PENALTY,R0100673,-34.65
