variable_name,type,lower_bound,upper_bound
R0202758,DoubleBound,0,1
R0401674,DoubleBound,0,8
R0201217,DoubleBound,0,1
R0301285,DoubleBound,0,1
R0102853,DoubleBound,0,1
R0302309,DoubleBound,0,1
R0301222,DoubleBound,0,1
R0302172,DoubleBound,0,1
R0301482,DoubleBound,0,1
R0201273,DoubleBound,0,1
R0200428,DoubleBound,0,1
R0101034,DoubleBound,0,0.5
R0100656,DoubleBound,0,0.5
R0201819,DoubleBound,0,1
R0302963,DoubleBound,0,1
R0102562,DoubleBound,0,1
R0102773,DoubleBound,0,1
R0202444,DoubleBound,0,1
R0301119,DoubleBound,0,1
R0402952,DoubleBound,0,8
R0202780,DoubleBound,0,1
R0200078,DoubleBound,0,1
R0301320,DoubleBound,0,1
R0401513,DoubleBound,0,8
R0301834,DoubleBound,0,1
R0202432,DoubleBound,0,1
R0200768,DoubleBound,0,1
R0201307,DoubleBound,0,1
R0102729,DoubleBound,0,1
R0401804,DoubleBound,0,8
R0302526,DoubleBound,0,1
R0100801,DoubleBound,0,0.5
R0402958,DoubleBound,0,8
R0401639,DoubleBound,0,8
R0402050,DoubleBound,0,8
R0201744,DoubleBound,0,1
R0200003,DoubleBound,0,1
R0300569,DoubleBound,0,1
R0202422,DoubleBound,0,1
R0201005,DoubleBound,0,1
R0201337,DoubleBound,0,1
R0201708,DoubleBound,0,1
R0402807,DoubleBound,0,8
R0200098,DoubleBound,0,1
R0401833,DoubleBound,0,8
R0101688,DoubleBound,0,1
R0100387,DoubleBound,0,0.5
R0201425,DoubleBound,0,1
R0301227,DoubleBound,0,1
R0202652,DoubleBound,0,1
R0102745,DoubleBound,0,1
R0302092,DoubleBound,0,1
R0402420,DoubleBound,0,8
R0300481,DoubleBound,0,1
R0201937,DoubleBound,0,1
R0101631,DoubleBound,0,1
R0301429,DoubleBound,0,1
R0200337,DoubleBound,0,1
R0100213,DoubleBound,0,0.5
R0300301,DoubleBound,0,1
R0300912,DoubleBound,0,1
R0202028,DoubleBound,0,1
R0202285,DoubleBound,0,1
R0102171,DoubleBound,0,1
R0300073,DoubleBound,0,1
R0101510,DoubleBound,0,1
R0201642,DoubleBound,0,1
R0201301,DoubleBound,0,1
R0100072,DoubleBound,0,0.5
R0300900,DoubleBound,0,1
R0201786,DoubleBound,0,1
R0401779,DoubleBound,0,8
R0102302,DoubleBound,0,1
R0401546,DoubleBound,0,8
R0402598,DoubleBound,0,8
R0202745,DoubleBound,0,1
R0302866,DoubleBound,0,1
R0100751,DoubleBound,0,0.5
R0300681,DoubleBound,0,1
R0200607,DoubleBound,0,1
R0301830,DoubleBound,0,1
R0202448,DoubleBound,0,1
R0100316,DoubleBound,0,0.5
R0202964,DoubleBound,0,1
R0102660,DoubleBound,0,1
R0200823,DoubleBound,0,1
R0201229,DoubleBound,0,1
R0101810,DoubleBound,0,1
R0200342,DoubleBound,0,1
R0401856,DoubleBound,0,8
R0202388,DoubleBound,0,1
R0301528,DoubleBound,0,1
R0300460,DoubleBound,0,1
R0300857,DoubleBound,0,1
R0201152,DoubleBound,0,1
R0401723,DoubleBound,0,8
R0101223,DoubleBound,0,0.5
R0101133,DoubleBound,0,0.5
R0201003,DoubleBound,0,1
R0302612,DoubleBound,0,1
R0202735,DoubleBound,0,1
R0402763,DoubleBound,0,8
R0201471,DoubleBound,0,1
R0100455,DoubleBound,0,0.5
R0301030,DoubleBound,0,1
R0101099,DoubleBound,0,0.5
R0201359,DoubleBound,0,1
R0202393,DoubleBound,0,1
R0101728,DoubleBound,0,1
R0201434,DoubleBound,0,1
R0100840,DoubleBound,0,0.5
R0301649,DoubleBound,0,1
R0201262,DoubleBound,0,1
R0201655,DoubleBound,0,1
R0202641,DoubleBound,0,1
R0202001,DoubleBound,0,1
R0102164,DoubleBound,0,1
R0201810,DoubleBound,0,1
R0102107,DoubleBound,0,1
R0101279,DoubleBound,0,0.5
R0401731,DoubleBound,0,8
R0200545,DoubleBound,0,1
R0302012,DoubleBound,0,1
R0302038,DoubleBound,0,1
R0200495,DoubleBound,0,1
R0202136,DoubleBound,0,1
R0302249,DoubleBound,0,1
R0302835,DoubleBound,0,1
R0100171,DoubleBound,0,0.5
R0300635,DoubleBound,0,1
R0401739,DoubleBound,0,8
R0300816,DoubleBound,0,1
R0301933,DoubleBound,0,1
R0302445,DoubleBound,0,1
R0101836,DoubleBound,0,1
R0101101,DoubleBound,0,0.5
R0102848,DoubleBound,0,1
R0101623,DoubleBound,0,1
R0300416,DoubleBound,0,1
R0300042,DoubleBound,0,1
R0100375,DoubleBound,0,0.5
R0102114,DoubleBound,0,1
R0401608,DoubleBound,0,8
R0200473,DoubleBound,0,1
R0300550,DoubleBound,0,1
R0300110,DoubleBound,0,1
R0200899,DoubleBound,0,1
R0200032,DoubleBound,0,1
R0402287,DoubleBound,0,8
R0301911,DoubleBound,0,1
R0102434,DoubleBound,0,1
R0301970,DoubleBound,0,1
R0102981,DoubleBound,0,1
R0300182,DoubleBound,0,1
R0402567,DoubleBound,0,8
R0101969,DoubleBound,0,1
R0200958,DoubleBound,0,1
R0402422,DoubleBound,0,8
R0200756,DoubleBound,0,1
R0100067,DoubleBound,0,0.5
R0200563,DoubleBound,0,1
R0301862,DoubleBound,0,1
R0302569,DoubleBound,0,1
R0200743,DoubleBound,0,1
R0300896,DoubleBound,0,1
R0401616,DoubleBound,0,8
R0300262,DoubleBound,0,1
R0101927,DoubleBound,0,1
R0301544,DoubleBound,0,1
R0302131,DoubleBound,0,1
R0200002,DoubleBound,0,1
R0102383,DoubleBound,0,1
R0401649,DoubleBound,0,8
R0402822,DoubleBound,0,8
R0301641,DoubleBound,0,1
R0102868,DoubleBound,0,1
R0100395,DoubleBound,0,0.5
R0201204,DoubleBound,0,1
R0302564,DoubleBound,0,1
R0402633,DoubleBound,0,8
R0202718,DoubleBound,0,1
R0100884,DoubleBound,0,0.5
R0302549,DoubleBound,0,1
R0300180,DoubleBound,0,1
R0100284,DoubleBound,0,0.5
R0100709,DoubleBound,0,0.5
R0202921,DoubleBound,0,1
R0102108,DoubleBound,0,1
R0102366,DoubleBound,0,1
R0401949,DoubleBound,0,8
R0300470,DoubleBound,0,1
R0302442,DoubleBound,0,1
R0200740,DoubleBound,0,1
R0201723,DoubleBound,0,1
R0102313,DoubleBound,0,1
R0302054,DoubleBound,0,1
R0300345,DoubleBound,0,1
R0301518,DoubleBound,0,1
R0402504,DoubleBound,0,8
R0201270,DoubleBound,0,1
R0202042,DoubleBound,0,1
R0302896,DoubleBound,0,1
R0201207,DoubleBound,0,1
R0101777,DoubleBound,0,1
R0100733,DoubleBound,0,0.5
R0301706,DoubleBound,0,1
R0200970,DoubleBound,0,1
R0102914,DoubleBound,0,1
R0301010,DoubleBound,0,1
R0300832,DoubleBound,0,1
R0201782,DoubleBound,0,1
R0201823,DoubleBound,0,1
R0202014,DoubleBound,0,1
R0302164,DoubleBound,0,1
R0302579,DoubleBound,0,1
R0202823,DoubleBound,0,1
R0301509,DoubleBound,0,1
R0202092,DoubleBound,0,1
R0401581,DoubleBound,0,8
R0300940,DoubleBound,0,1
R0302824,DoubleBound,0,1
R0301782,DoubleBound,0,1
R0202199,DoubleBound,0,1
R0401816,DoubleBound,0,8
R0200537,DoubleBound,0,1
R0200896,DoubleBound,0,1
R0301853,DoubleBound,0,1
R0201249,DoubleBound,0,1
R0200675,DoubleBound,0,1
R0201763,DoubleBound,0,1
R0301955,DoubleBound,0,1
R0101575,DoubleBound,0,1
R0101528,DoubleBound,0,1
R0100145,DoubleBound,0,0.5
R0300423,DoubleBound,0,1
R0201233,DoubleBound,0,1
R0200801,DoubleBound,0,1
R0402875,DoubleBound,0,8
R0402976,DoubleBound,0,8
R0401599,DoubleBound,0,8
R0101698,DoubleBound,0,1
R0302252,DoubleBound,0,1
R0302832,DoubleBound,0,1
R0200215,DoubleBound,0,1
R0401765,DoubleBound,0,8
R0302074,DoubleBound,0,1
R0202284,DoubleBound,0,1
R0202798,DoubleBound,0,1
R0301533,DoubleBound,0,1
R0300609,DoubleBound,0,1
R0402600,DoubleBound,0,8
R0301807,DoubleBound,0,1
R0101655,DoubleBound,0,1
R0401732,DoubleBound,0,8
R0101482,DoubleBound,0,0.5
R0302935,DoubleBound,0,1
R0202016,DoubleBound,0,1
R0101503,DoubleBound,0,1
R0101910,DoubleBound,0,1
R0102718,DoubleBound,0,1
R0102100,DoubleBound,0,1
R0202267,DoubleBound,0,1
R0300147,DoubleBound,0,1
R0200421,DoubleBound,0,1
R0101921,DoubleBound,0,1
R0200681,DoubleBound,0,1
R0300099,DoubleBound,0,1
R0402293,DoubleBound,0,8
R0102128,DoubleBound,0,1
R0401963,DoubleBound,0,8
R0202762,DoubleBound,0,1
R0100265,DoubleBound,0,0.5
R0201968,DoubleBound,0,1
R0401561,DoubleBound,0,8
R0402257,DoubleBound,0,8
R0202852,DoubleBound,0,1
R0102482,DoubleBound,0,1
R0202483,DoubleBound,0,1
R0201255,DoubleBound,0,1
R0100433,DoubleBound,0,0.5
R0102703,DoubleBound,0,1
R0302680,DoubleBound,0,1
R0202781,DoubleBound,0,1
R0301601,DoubleBound,0,1
R0402081,DoubleBound,0,8
R0301143,DoubleBound,0,1
R0101267,DoubleBound,0,0.5
R0402946,DoubleBound,0,8
R0102415,DoubleBound,0,1
R0202262,DoubleBound,0,1
R0202037,DoubleBound,0,1
R0100235,DoubleBound,0,0.5
R0200274,DoubleBound,0,1
R0300759,DoubleBound,0,1
R0202033,DoubleBound,0,1
R0202505,DoubleBound,0,1
R0201887,DoubleBound,0,1
R0402230,DoubleBound,0,8
R0102411,DoubleBound,0,1
R0300748,DoubleBound,0,1
R0100154,DoubleBound,0,0.5
R0200606,DoubleBound,0,1
R0100692,DoubleBound,0,0.5
R0300780,DoubleBound,0,1
R0301140,DoubleBound,0,1
R0401815,DoubleBound,0,8
R0100912,DoubleBound,0,0.5
R0101331,DoubleBound,0,0.5
R0402410,DoubleBound,0,8
R0101473,DoubleBound,0,0.5
R0202424,DoubleBound,0,1
R0102495,DoubleBound,0,1
R0100238,DoubleBound,0,0.5
R0200407,DoubleBound,0,1
R0300572,DoubleBound,0,1
R0302081,DoubleBound,0,1
R0402234,DoubleBound,0,8
R0201526,DoubleBound,0,1
R0202678,DoubleBound,0,1
R0201453,DoubleBound,0,1
R0101430,DoubleBound,0,0.5
R0100970,DoubleBound,0,0.5
R0300433,DoubleBound,0,1
R0302488,DoubleBound,0,1
R0401665,DoubleBound,0,8
R0201794,DoubleBound,0,1
R0201868,DoubleBound,0,1
R0401933,DoubleBound,0,8
R0101672,DoubleBound,0,1
R0102083,DoubleBound,0,1
R0401863,DoubleBound,0,8
R0100228,DoubleBound,0,0.5
R0100831,DoubleBound,0,0.5
R0201287,DoubleBound,0,1
R0402714,DoubleBound,0,8
R0202880,DoubleBound,0,1
R0302906,DoubleBound,0,1
R0201345,DoubleBound,0,1
R0301896,DoubleBound,0,1
R0302563,DoubleBound,0,1
R0200345,DoubleBound,0,1
R0202124,DoubleBound,0,1
R0301744,DoubleBound,0,1
R0100614,DoubleBound,0,0.5
R0302100,DoubleBound,0,1
R0302966,DoubleBound,0,1
R0401786,DoubleBound,0,8
R0302578,DoubleBound,0,1
R0202938,DoubleBound,0,1
R0200055,DoubleBound,0,1
R0301420,DoubleBound,0,1
R0301517,DoubleBound,0,1
R0200028,DoubleBound,0,1
R0302006,DoubleBound,0,1
R0101209,DoubleBound,0,0.5
R0101052,DoubleBound,0,0.5
R0200683,DoubleBound,0,1
R0300815,DoubleBound,0,1
R0301176,DoubleBound,0,1
R0301027,DoubleBound,0,1
R0301097,DoubleBound,0,1
R0402273,DoubleBound,0,8
R0301713,DoubleBound,0,1
R0200064,DoubleBound,0,1
R0202135,DoubleBound,0,1
R0200574,DoubleBound,0,1
R0302925,DoubleBound,0,1
R0200727,DoubleBound,0,1
R0202997,DoubleBound,0,1
R0101599,DoubleBound,0,1
R0200810,DoubleBound,0,1
R0301541,DoubleBound,0,1
R0202235,DoubleBound,0,1
R0201306,DoubleBound,0,1
R0202705,DoubleBound,0,1
R0301773,DoubleBound,0,1
R0402412,DoubleBound,0,8
R0202882,DoubleBound,0,1
R0201640,DoubleBound,0,1
R0302566,DoubleBound,0,1
R0102510,DoubleBound,0,1
R0102530,DoubleBound,0,1
R0100290,DoubleBound,0,0.5
R0202440,DoubleBound,0,1
R0100007,DoubleBound,0,0.5
R0100966,DoubleBound,0,0.5
R0202545,DoubleBound,0,1
R0102064,DoubleBound,0,1
R0102966,DoubleBound,0,1
R0102209,DoubleBound,0,1
R0302158,DoubleBound,0,1
R0302648,DoubleBound,0,1
R0101712,DoubleBound,0,1
R0101584,DoubleBound,0,1
R0201380,DoubleBound,0,1
R0102163,DoubleBound,0,1
R0102903,DoubleBound,0,1
R0200035,DoubleBound,0,1
R0200250,DoubleBound,0,1
R0300855,DoubleBound,0,1
R0102545,DoubleBound,0,1
R0300646,DoubleBound,0,1
R0301393,DoubleBound,0,1
R0100036,DoubleBound,0,0.5
R0101824,DoubleBound,0,1
R0202952,DoubleBound,0,1
R0401666,DoubleBound,0,8
R0101108,DoubleBound,0,0.5
R0302748,DoubleBound,0,1
R0101798,DoubleBound,0,1
R0201183,DoubleBound,0,1
R0402821,DoubleBound,0,8
R0200686,DoubleBound,0,1
R0402139,DoubleBound,0,8
R0402433,DoubleBound,0,8
R0101778,DoubleBound,0,1
R0300174,DoubleBound,0,1
R0102833,DoubleBound,0,1
R0402008,DoubleBound,0,8
R0202645,DoubleBound,0,1
R0302345,DoubleBound,0,1
R0201900,DoubleBound,0,1
R0102870,DoubleBound,0,1
R0300186,DoubleBound,0,1
R0302304,DoubleBound,0,1
R0300252,DoubleBound,0,1
R0402542,DoubleBound,0,8
R0401776,DoubleBound,0,8
R0202937,DoubleBound,0,1
R0300890,DoubleBound,0,1
R0100532,DoubleBound,0,0.5
R0200235,DoubleBound,0,1
R0102054,DoubleBound,0,1
R0101905,DoubleBound,0,1
R0202220,DoubleBound,0,1
R0200054,DoubleBound,0,1
R0200764,DoubleBound,0,1
R0302710,DoubleBound,0,1
R0102518,DoubleBound,0,1
R0100671,DoubleBound,0,0.5
R0200467,DoubleBound,0,1
R0301088,DoubleBound,0,1
R0302209,DoubleBound,0,1
R0102620,DoubleBound,0,1
R0302457,DoubleBound,0,1
R0402058,DoubleBound,0,8
R0201581,DoubleBound,0,1
R0402125,DoubleBound,0,8
R0102665,DoubleBound,0,1
R0101118,DoubleBound,0,0.5
R0301792,DoubleBound,0,1
R0200898,DoubleBound,0,1
R0200295,DoubleBound,0,1
R0100716,DoubleBound,0,0.5
R0201167,DoubleBound,0,1
R0301537,DoubleBound,0,1
R0301806,DoubleBound,0,1
R0200373,DoubleBound,0,1
R0202808,DoubleBound,0,1
R0102610,DoubleBound,0,1
R0402264,DoubleBound,0,8
R0102826,DoubleBound,0,1
R0300077,DoubleBound,0,1
R0302277,DoubleBound,0,1
R0301555,DoubleBound,0,1
R0201346,DoubleBound,0,1
R0302212,DoubleBound,0,1
R0300126,DoubleBound,0,1
R0200264,DoubleBound,0,1
R0101339,DoubleBound,0,0.5
R0202899,DoubleBound,0,1
R0201232,DoubleBound,0,1
R0402278,DoubleBound,0,8
R0201073,DoubleBound,0,1
R0301133,DoubleBound,0,1
R0402713,DoubleBound,0,8
R0302428,DoubleBound,0,1
R0200493,DoubleBound,0,1
R0402480,DoubleBound,0,8
R0200395,DoubleBound,0,1
R0202378,DoubleBound,0,1
R0301477,DoubleBound,0,1
R0302531,DoubleBound,0,1
R0100108,DoubleBound,0,0.5
R0102698,DoubleBound,0,1
R0201597,DoubleBound,0,1
R0300103,DoubleBound,0,1
R0201538,DoubleBound,0,1
R0100363,DoubleBound,0,0.5
R0301016,DoubleBound,0,1
R0401596,DoubleBound,0,8
R0302154,DoubleBound,0,1
R0402424,DoubleBound,0,8
R0101852,DoubleBound,0,1
R0100340,DoubleBound,0,0.5
R0100482,DoubleBound,0,0.5
R0402884,DoubleBound,0,8
R0300295,DoubleBound,0,1
R0302657,DoubleBound,0,1
R0401813,DoubleBound,0,8
R0100971,DoubleBound,0,0.5
R0301425,DoubleBound,0,1
R0401883,DoubleBound,0,8
R0100861,DoubleBound,0,0.5
R0102740,DoubleBound,0,1
R0100504,DoubleBound,0,0.5
R0302880,DoubleBound,0,1
R0102245,DoubleBound,0,1
R0101601,DoubleBound,0,1
R0101024,DoubleBound,0,0.5
R0301160,DoubleBound,0,1
R0201725,DoubleBound,0,1
R0202266,DoubleBound,0,1
R0201143,DoubleBound,0,1
R0401785,DoubleBound,0,8
R0402621,DoubleBound,0,8
R0201493,DoubleBound,0,1
R0201769,DoubleBound,0,1
R0401829,DoubleBound,0,8
R0100469,DoubleBound,0,0.5
R0301292,DoubleBound,0,1
R0301749,DoubleBound,0,1
R0201776,DoubleBound,0,1
R0201879,DoubleBound,0,1
R0101806,DoubleBound,0,1
R0100117,DoubleBound,0,0.5
R0301408,DoubleBound,0,1
R0102594,DoubleBound,0,1
R0302111,DoubleBound,0,1
R0202372,DoubleBound,0,1
R0202438,DoubleBound,0,1
R0302595,DoubleBound,0,1
R0102218,DoubleBound,0,1
R0101589,DoubleBound,0,1
R0101665,DoubleBound,0,1
R0200777,DoubleBound,0,1
R0302968,DoubleBound,0,1
R0200583,DoubleBound,0,1
R0102785,DoubleBound,0,1
R0201739,DoubleBound,0,1
R0100231,DoubleBound,0,0.5
R0401707,DoubleBound,0,8
R0402153,DoubleBound,0,8
R0402155,DoubleBound,0,8
R0102733,DoubleBound,0,1
R0300251,DoubleBound,0,1
R0100735,DoubleBound,0,0.5
R0302069,DoubleBound,0,1
R0200779,DoubleBound,0,1
R0300157,DoubleBound,0,1
R0102894,DoubleBound,0,1
R0101595,DoubleBound,0,1
R0200062,DoubleBound,0,1
R0301666,DoubleBound,0,1
R0102231,DoubleBound,0,1
R0100489,DoubleBound,0,0.5
R0401989,DoubleBound,0,8
R0301378,DoubleBound,0,1
R0300277,DoubleBound,0,1
R0202034,DoubleBound,0,1
R0300412,DoubleBound,0,1
R0402112,DoubleBound,0,8
R0200092,DoubleBound,0,1
R0100490,DoubleBound,0,0.5
R0402168,DoubleBound,0,8
R0200422,DoubleBound,0,1
R0302700,DoubleBound,0,1
R0302922,DoubleBound,0,1
R0201245,DoubleBound,0,1
R0402205,DoubleBound,0,8
R0302910,DoubleBound,0,1
R0202464,DoubleBound,0,1
R0101283,DoubleBound,0,0.5
R0200991,DoubleBound,0,1
R0401687,DoubleBound,0,8
R0302148,DoubleBound,0,1
R0302339,DoubleBound,0,1
R0202517,DoubleBound,0,1
R0102307,DoubleBound,0,1
R0102039,DoubleBound,0,1
R0201571,DoubleBound,0,1
R0200415,DoubleBound,0,1
R0402356,DoubleBound,0,8
R0301501,DoubleBound,0,1
R0301124,DoubleBound,0,1
R0201391,DoubleBound,0,1
R0202368,DoubleBound,0,1
R0402708,DoubleBound,0,8
R0102269,DoubleBound,0,1
R0102236,DoubleBound,0,1
R0300692,DoubleBound,0,1
R0300302,DoubleBound,0,1
R0301858,DoubleBound,0,1
R0402446,DoubleBound,0,8
R0101057,DoubleBound,0,0.5
R0302934,DoubleBound,0,1
R0202183,DoubleBound,0,1
R0401818,DoubleBound,0,8
R0300333,DoubleBound,0,1
R0301952,DoubleBound,0,1
R0401971,DoubleBound,0,8
R0101820,DoubleBound,0,1
R0300806,DoubleBound,0,1
R0200398,DoubleBound,0,1
R0402587,DoubleBound,0,8
R0302797,DoubleBound,0,1
R0301575,DoubleBound,0,1
R0201729,DoubleBound,0,1
R0401506,DoubleBound,0,8
R0402238,DoubleBound,0,8
R0202407,DoubleBound,0,1
R0201487,DoubleBound,0,1
R0102788,DoubleBound,0,1
R0402994,DoubleBound,0,8
R0300194,DoubleBound,0,1
R0200262,DoubleBound,0,1
R0200271,DoubleBound,0,1
R0300868,DoubleBound,0,1
R0300994,DoubleBound,0,1
R0300776,DoubleBound,0,1
R0201356,DoubleBound,0,1
R0300617,DoubleBound,0,1
R0201818,DoubleBound,0,1
R0300726,DoubleBound,0,1
R0100867,DoubleBound,0,0.5
R0402889,DoubleBound,0,8
R0200882,DoubleBound,0,1
R0401895,DoubleBound,0,8
R0202967,DoubleBound,0,1
R0201808,DoubleBound,0,1
R0300050,DoubleBound,0,1
R0300092,DoubleBound,0,1
R0200201,DoubleBound,0,1
R0300444,DoubleBound,0,1
R0101020,DoubleBound,0,0.5
R0201098,DoubleBound,0,1
R0101302,DoubleBound,0,0.5
R0201403,DoubleBound,0,1
R0201335,DoubleBound,0,1
R0302427,DoubleBound,0,1
R0301374,DoubleBound,0,1
R0100367,DoubleBound,0,0.5
R0301400,DoubleBound,0,1
R0202935,DoubleBound,0,1
R0101365,DoubleBound,0,0.5
R0301036,DoubleBound,0,1
R0302981,DoubleBound,0,1
R0200749,DoubleBound,0,1
R0202774,DoubleBound,0,1
R0200553,DoubleBound,0,1
R0102348,DoubleBound,0,1
R0101427,DoubleBound,0,0.5
R0301231,DoubleBound,0,1
R0102377,DoubleBound,0,1
R0302524,DoubleBound,0,1
R0201188,DoubleBound,0,1
R0102762,DoubleBound,0,1
R0301923,DoubleBound,0,1
R0300827,DoubleBound,0,1
R0101998,DoubleBound,0,1
R0201661,DoubleBound,0,1
R0202977,DoubleBound,0,1
R0101701,DoubleBound,0,1
R0301294,DoubleBound,0,1
R0101707,DoubleBound,0,1
R0102586,DoubleBound,0,1
R0102496,DoubleBound,0,1
R0101906,DoubleBound,0,1
R0300074,DoubleBound,0,1
R0200918,DoubleBound,0,1
R0301107,DoubleBound,0,1
R0301136,DoubleBound,0,1
R0301120,DoubleBound,0,1
R0301971,DoubleBound,0,1
R0201480,DoubleBound,0,1
R0300613,DoubleBound,0,1
R0301076,DoubleBound,0,1
R0301927,DoubleBound,0,1
R0202337,DoubleBound,0,1
R0302715,DoubleBound,0,1
R0301179,DoubleBound,0,1
R0101527,DoubleBound,0,1
R0302318,DoubleBound,0,1
R0100200,DoubleBound,0,0.5
R0101570,DoubleBound,0,1
R0401844,DoubleBound,0,8
R0301522,DoubleBound,0,1
R0101281,DoubleBound,0,0.5
R0300914,DoubleBound,0,1
R0301000,DoubleBound,0,1
R0301275,DoubleBound,0,1
R0201672,DoubleBound,0,1
R0102843,DoubleBound,0,1
R0202000,DoubleBound,0,1
R0102184,DoubleBound,0,1
R0401887,DoubleBound,0,8
R0202811,DoubleBound,0,1
R0201366,DoubleBound,0,1
R0202623,DoubleBound,0,1
R0202005,DoubleBound,0,1
R0402625,DoubleBound,0,8
R0200766,DoubleBound,0,1
R0401975,DoubleBound,0,8
R0100791,DoubleBound,0,0.5
R0101899,DoubleBound,0,1
R0302383,DoubleBound,0,1
R0402603,DoubleBound,0,8
R0200833,DoubleBound,0,1
R0101145,DoubleBound,0,0.5
R0200868,DoubleBound,0,1
R0302321,DoubleBound,0,1
R0301299,DoubleBound,0,1
R0201544,DoubleBound,0,1
R0402151,DoubleBound,0,8
R0300001,DoubleBound,0,1
R0101530,DoubleBound,0,1
R0100601,DoubleBound,0,0.5
R0401926,DoubleBound,0,8
R0201840,DoubleBound,0,1
R0102897,DoubleBound,0,1
R0101983,DoubleBound,0,1
R0300835,DoubleBound,0,1
R0302548,DoubleBound,0,1
R0100060,DoubleBound,0,0.5
R0200782,DoubleBound,0,1
R0200928,DoubleBound,0,1
R0100240,DoubleBound,0,0.5
R0101129,DoubleBound,0,0.5
R0201863,DoubleBound,0,1
R0200922,DoubleBound,0,1
R0401575,DoubleBound,0,8
R0200601,DoubleBound,0,1
R0401966,DoubleBound,0,8
R0402301,DoubleBound,0,8
R0302630,DoubleBound,0,1
R0301551,DoubleBound,0,1
R0301125,DoubleBound,0,1
R0302800,DoubleBound,0,1
R0100810,DoubleBound,0,0.5
R0202029,DoubleBound,0,1
R0202864,DoubleBound,0,1
R0102182,DoubleBound,0,1
R0301993,DoubleBound,0,1
R0102140,DoubleBound,0,1
R0300703,DoubleBound,0,1
R0101873,DoubleBound,0,1
R0300819,DoubleBound,0,1
R0100681,DoubleBound,0,0.5
R0302950,DoubleBound,0,1
R0102947,DoubleBound,0,1
R0301568,DoubleBound,0,1
R0301351,DoubleBound,0,1
R0402270,DoubleBound,0,8
R0202790,DoubleBound,0,1
R0101029,DoubleBound,0,0.5
R0402073,DoubleBound,0,8
R0401771,DoubleBound,0,8
R0300140,DoubleBound,0,1
R0100459,DoubleBound,0,0.5
R0101327,DoubleBound,0,0.5
R0300169,DoubleBound,0,1
R0101488,DoubleBound,0,0.5
R0100209,DoubleBound,0,0.5
R0202680,DoubleBound,0,1
R0101294,DoubleBound,0,0.5
R0201501,DoubleBound,0,1
R0200402,DoubleBound,0,1
R0201578,DoubleBound,0,1
R0100424,DoubleBound,0,0.5
R0300985,DoubleBound,0,1
R0402035,DoubleBound,0,8
R0402124,DoubleBound,0,8
R0300645,DoubleBound,0,1
R0302601,DoubleBound,0,1
R0102669,DoubleBound,0,1
R0100497,DoubleBound,0,0.5
R0402146,DoubleBound,0,8
R0100350,DoubleBound,0,0.5
R0100854,DoubleBound,0,0.5
R0202102,DoubleBound,0,1
R0200778,DoubleBound,0,1
R0401788,DoubleBound,0,8
R0201015,DoubleBound,0,1
R0100398,DoubleBound,0,0.5
R0101271,DoubleBound,0,0.5
R0102916,DoubleBound,0,1
R0102071,DoubleBound,0,1
R0202920,DoubleBound,0,1
R0301673,DoubleBound,0,1
R0300045,DoubleBound,0,1
R0302410,DoubleBound,0,1
R0202520,DoubleBound,0,1
R0202358,DoubleBound,0,1
R0100185,DoubleBound,0,0.5
R0202819,DoubleBound,0,1
R0302402,DoubleBound,0,1
R0402804,DoubleBound,0,8
R0200480,DoubleBound,0,1
R0402936,DoubleBound,0,8
R0402394,DoubleBound,0,8
R0302991,DoubleBound,0,1
R0100613,DoubleBound,0,0.5
R0402887,DoubleBound,0,8
R0201473,DoubleBound,0,1
R0200008,DoubleBound,0,1
R0101479,DoubleBound,0,0.5
R0101696,DoubleBound,0,1
R0300048,DoubleBound,0,1
R0200725,DoubleBound,0,1
R0300917,DoubleBound,0,1
R0101011,DoubleBound,0,0.5
R0201176,DoubleBound,0,1
R0101348,DoubleBound,0,0.5
R0401761,DoubleBound,0,8
R0402093,DoubleBound,0,8
R0201155,DoubleBound,0,1
R0202398,DoubleBound,0,1
R0302586,DoubleBound,0,1
R0402964,DoubleBound,0,8
R0201364,DoubleBound,0,1
R0202889,DoubleBound,0,1
R0102462,DoubleBound,0,1
R0200712,DoubleBound,0,1
R0202553,DoubleBound,0,1
R0102048,DoubleBound,0,1
R0102537,DoubleBound,0,1
R0102961,DoubleBound,0,1
R0101984,DoubleBound,0,1
R0201069,DoubleBound,0,1
R0300337,DoubleBound,0,1
R0401841,DoubleBound,0,8
R0402661,DoubleBound,0,8
R0202814,DoubleBound,0,1
R0102168,DoubleBound,0,1
R0402602,DoubleBound,0,8
R0200192,DoubleBound,0,1
R0100876,DoubleBound,0,0.5
R0102760,DoubleBound,0,1
R0402401,DoubleBound,0,8
R0102354,DoubleBound,0,1
R0302234,DoubleBound,0,1
R0202329,DoubleBound,0,1
R0101831,DoubleBound,0,1
R0301497,DoubleBound,0,1
R0201180,DoubleBound,0,1
R0401993,DoubleBound,0,8
R0200717,DoubleBound,0,1
R0100039,DoubleBound,0,0.5
R0402311,DoubleBound,0,8
R0202601,DoubleBound,0,1
R0301791,DoubleBound,0,1
R0101689,DoubleBound,0,1
R0300487,DoubleBound,0,1
R0200077,DoubleBound,0,1
R0301725,DoubleBound,0,1
R0302719,DoubleBound,0,1
R0100855,DoubleBound,0,0.5
R0102378,DoubleBound,0,1
R0300020,DoubleBound,0,1
R0201691,DoubleBound,0,1
